0.50000,0.00000,0.00000,0.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.34569,0.00000,0.06296,0.06296,0.00000,0.02840,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.12317,0.00000,0.06157,0.06157,0.00000,0.25368,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.05558,0.00000,0.00003,0.00003,0.00000,0.44436,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.12874,0.00000,0.06431,0.06431,0.00000,0.24264,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.35486,0.00000,0.06016,0.06016,0.00000,0.02482,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.49976,0.00000,0.00012,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.33643,0.00000,0.06563,0.06563,0.00000,0.03230,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.11785,0.00000,0.05872,0.05872,0.00000,0.26471,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.05574,0.00000,0.00027,0.00027,0.00000,0.44371,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.13454,0.00000,0.06692,0.06692,0.00000,0.23162,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.36394,0.00000,0.05725,0.05725,0.00000,0.02156,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.49902,0.00000,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.32712,0.00000,0.06817,0.06817,0.00000,0.03654,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.11278,0.00000,0.05576,0.05576,0.00000,0.27570,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.05606,0.00000,0.00076,0.00076,0.00000,0.44242,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.14059,0.00000,0.06938,0.06938,0.00000,0.22065,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.37289,0.00000,0.05425,0.05425,0.00000,0.01861,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.49781,0.00000,0.00109,0.00109,0.00000,0.00000,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.31778,0.00000,0.07055,0.07055,0.00000,0.04112,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.10794,0.00000,0.05272,0.05272,0.00000,0.28661,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.05655,0.00000,0.00149,0.00149,0.00000,0.44047,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.14688,0.00000,0.07168,0.07168,0.00000,0.20976,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.38170,0.00000,0.05118,0.05118,0.00000,0.01594,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.49611,0.00000,0.00194,0.00194,0.00000,0.00002,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.30842,0.00000,0.07276,0.07276,0.00000,0.04606,0.00000,0.00000,0.00000
