fidelity
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00001
0.00002
0.00004
0.00007
0.00013
0.00024
0.00042
0.00072
0.00119
0.00194
0.00307
0.00474
0.00717
0.01061
0.01537
0.02182
0.03040
0.04156
0.05581
0.07365
0.09556
0.12196
0.15318
0.18941
0.23066
0.27674
0.32722
0.38141
0.43840
0.49702
0.55592
0.61360
0.66847
0.71893
0.76345
0.80065
0.82937
0.84873
0.85815
0.85744
0.84675
0.82656
0.79768
0.76116
0.71827
0.67039
0.61896
0.56541
0.51111
0.45728
0.40502
0.35520
0.30851
0.26546
0.22634
0.19129
0.16029
0.13323
0.10988
0.08996
0.07313
0.05907
0.04743
0.03787
0.03009
0.02380
0.01875
0.01472
0.01153
0.00901
0.00702
0.00547
0.00426
0.00331
0.00258
0.00200
0.00156
0.00122
0.00095
0.00074
0.00058
0.00045
0.00036
0.00028
0.00022
0.00017
0.00014
0.00011
0.00008
0.00007
0.00005
0.00004
0.00003
0.00003
0.00002
0.00002
0.00001
0.00001
0.00001
0.00001
0.00001
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00001
0.00001
0.00001
0.00001
0.00001
0.00001
0.00001
0.00000
0.00000
0.00000
0.00000
0.00001
0.00004
0.00008
0.00014
0.00023
0.00035
0.00049
0.00065
0.00081
0.00095
0.00104
0.00105
0.00097
0.00077
0.00049
0.00020
0.00001
0.00012
0.00083
0.00250
0.00561
0.01073
0.01848
0.02954
0.04458
0.06424
0.08904
0.11937
0.15543
0.19716
0.24425
0.29608
0.35178
0.41019
0.46995
0.52955
0.58737
0.64178
0.69124
0.73432
0.76984
0.79686
0.81475
0.82322
0.82230
0.81232
0.79390
0.76789
0.73532
0.69732
0.65512
0.60993
0.56292
0.51519
0.46773
0.42137
0.37682
0.33462
0.29518
0.25875
0.22548
0.19542
0.16850
0.14460
0.12357
0.10519
0.08924
0.07548
0.06368
0.05361
0.04506
0.03782
0.03171
0.02657
0.02225
0.01864
0.01562
0.01309
0.01098
0.00921
0.00774
0.00651
0.00548
0.00462
0.00389
0.00329
0.00278
0.00235
0.00199
0.00168
0.00142
0.00119
0.00100
0.00083
0.00069
0.00057
0.00046
0.00037
0.00029
0.00023
0.00018
0.00013
0.00010
0.00008
0.00006
0.00005
0.00005
0.00005
0.00005
0.00006
0.00007
0.00009
0.00012
0.00015
0.00019
0.00023
0.00026
0.00028
0.00028
0.00026
0.00021
0.00014
0.00007
0.00002
0.00000
0.00007
0.00027
0.00062
0.00116
0.00189
0.00281
0.00385
0.00495
0.00600
0.00686
0.00740
0.00750
0.00708
0.00611
0.00469
0.00299
0.00134
0.00020
0.00016
0.00193
0.00629
0.01406
0.02603
0.04292
0.06530
0.09357
0.12785
0.16800
0.21360
0.26391
0.31795
0.37451
0.43217
0.48944
0.54478
0.59667
0.64372
0.68470
0.71859
0.74465
0.76240
0.77165
0.77248
0.76524
0.75050
0.72899
0.70160
0.66931
0.63314
0.59410
0.55318
0.51131
0.46932
0.42793
0.38776
0.34931
0.31295
0.27895
0.24749
0.21864
0.19241
0.16874
0.14755
0.12869
0.11199
0.09730
0.08443
0.07321
0.06345
0.05499
0.04769
0.04139
0.03598
0.03133
0.02734
0.02392
0.02099
0.01848
0.01632
0.01447
0.01287
0.01148
0.01026
0.00920
0.00824
0.00739
0.00661
0.00589
0.00523
0.00461
0.00403
0.00348
0.00297
0.00251
0.00208
0.00171
0.00138
0.00110
0.00088
0.00070
0.00056
0.00047
0.00041
0.00038
0.00038
0.00041
0.00047
0.00056
0.00069
0.00085
0.00104
0.00124
0.00145
0.00163
0.00176
0.00180
0.00174
0.00157
0.00128
0.00092
0.00053
0.00020
0.00001
0.00008
0.00051
0.00138
0.00276
0.00463
0.00695
0.00958
0.01235
0.01502
0.01731
0.01896
0.01972
0.01942
0.01799
0.01547
0.01210
0.00825
0.00447
0.00146
0.00003
0.00105
0.00542
0.01400
0.02754
0.04661
0.07159
0.10260
0.13948
0.18179
0.22882
0.27962
0.33303
0.38774
0.44236
0.49545
0.54563
0.59160
0.63223
0.66657
0.69389
0.71373
0.72584
0.73024
0.72718
0.71708
0.70056
0.67834
0.65127
0.62020
0.58605
0.54969
0.51195
0.47360
0.43533
0.39773
0.36130
0.32643
0.29344
0.26254
0.23387
0.20749
0.18343
0.16163
0.14204
0.12454
0.10901
0.09532
0.08331
0.07284
0.06377
0.05594
0.04922
0.04348
0.03859
0.03444
0.03092
0.02794
0.02542
0.02327
0.02142
0.01981
0.01839
0.01710
0.01591
0.01477
0.01368
0.01259
0.01152
0.01044
0.00937
0.00832
0.00731
0.00635
0.00546
0.00465
0.00395
0.00335
0.00287
0.00250
0.00223
0.00207
0.00201
0.00204
0.00217
0.00241
0.00276
0.00321
0.00377
0.00441
0.00510
0.00581
0.00646
0.00699
0.00732
0.00739
0.00715
0.00657
0.00568
0.00454
0.00325
0.00197
0.00088
0.00017
0.00003
0.00064
0.00210
0.00446
0.00767
0.01159
0.01600
0.02058
0.02497
0.02877
0.03162
0.03317
0.03319
0.03158
0.02838
0.02382
0.01830
0.01240
0.00685
0.00246
0.00015
0.00083
0.00537
0.01454
0.02895
0.04901
0.07493
0.10661
0.14374
0.18573
0.23178
0.28088
0.33188
0.38353
0.43453
0.48361
0.52955
0.57126
0.60778
0.63835
0.66242
0.67964
0.68988
0.69319
0.68982
0.68017
0.66478
0.64428
0.61937
0.59078
0.55929
0.52563
0.49052
0.45463
0.41857
0.38289
0.34807
0.31451
0.28254
0.25243
0.22435
0.19845
0.17478
0.15336
0.13416
0.11711
0.10211
0.08902
0.07769
0.06798
0.05970
0.05269
0.04679
0.04185
0.03772
0.03427
0.03137
0.02891
0.02680
0.02495
0.02327
0.02172
0.02024
0.01879
0.01734
0.01589
0.01443
0.01298
0.01156
0.01019
0.00891
0.00774
0.00670
0.00581
0.00509
0.00453
0.00414
0.00391
0.00386
0.00397
0.00427
0.00477
0.00549
0.00644
0.00762
0.00903
0.01064
0.01240
0.01421
0.01597
0.01756
0.01882
0.01963
0.01986
0.01943
0.01832
0.01654
0.01418
0.01142
0.00846
0.00556
0.00302
0.00112
0.00011
0.00019
0.00148
0.00401
0.00768
0.01231
0.01759
0.02315
0.02856
0.03336
0.03713
0.03949
0.04017
0.03904
0.03609
0.03153
0.02570
0.01913
0.01248
0.00652
0.00209
0.00005
0.00122
0.00636
0.01608
0.03084
0.05090
0.07631
0.10689
0.14224
0.18177
0.22471
0.27014
0.31705
0.36437
0.41099
0.45587
0.49798
0.53642
0.57040
0.59926
0.62251
0.63981
0.65096
0.65593
0.65485
0.64793
0.63556
0.61817
0.59631
0.57059
0.54164
0.51016
0.47682
0.44230
0.40726
0.37229
0.33796
0.30475
0.27309
0.24330
0.21563
0.19024
0.16723
0.14659
0.12830
0.11223
0.09825
0.08618
0.07583
0.06700
0.05949
0.05310
0.04766
0.04299
0.03895
0.03539
0.03221
0.02931
0.02661
0.02406
0.02161
0.01926
0.01699
0.01482
0.01277
0.01087
0.00914
0.00761
0.00629
0.00520
0.00432
0.00367
0.00321
0.00294
0.00286
0.00296
0.00326
0.00380
0.00460
0.00572
0.00720
0.00907
0.01134
0.01399
0.01697
0.02018
0.02348
0.02670
0.02964
0.03209
0.03385
0.03475
0.03467
0.03354
0.03136
0.02823
0.02433
0.01990
0.01523
0.01067
0.00657
0.00325
0.00100
0.00003
0.00046
0.00229
0.00543
0.00965
0.01465
0.02004
0.02539
0.03024
0.03418
0.03684
0.03795
0.03737
0.03509
0.03125
0.02615
0.02022
0.01402
0.00820
0.00348
0.00057
0.00020
0.00301
0.00957
0.02032
0.03555
0.05541
0.07986
0.10871
0.14162
0.17807
0.21746
0.25904
